Filename,Label,LPC2,LPC3,LPC4,LPC5,LPC6,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC_Var,Spectral_Contrast_Mean,Spectral_Contrast_Var,SFM,Spectral_Spread,Spectral_Skewness,Spectral_Centroid,Chroma_Mean,Chroma_Var,ZCR,STE,RMS
17\BI-33.wav,BI,-0.17635444,0.18258516,-0.12164588,0.3567297,-0.030022843,-79.72679,16.65301,-17.893288,11.578027,-34.773674,4.082554,-17.554071,-1.3093168,-13.384771,11.7774935,-9.053812,-1.6143978,-10.262222,19.045086,16.17845464231414,4.26864186174551,0.419743,132.79980869396655,0.69289327,234.34847291488745,0.6738661,0.0029018642,0.1328125,0.09962204998979966,0.011085561
17\BI-34.wav,BI,0.13930437,0.09218847,0.04270183,0.222475,0.06452698,-83.30679,-3.7822797,-14.274243,4.3586354,-29.84386,5.2949915,-6.797073,8.687845,-24.184338,15.240438,-4.914747,10.459283,-12.293018,10.322539,16.04886913331266,1.5891568532305038,0.4333194,135.18726872718193,0.60395753,263.3453355436137,0.6062258,0.0015745227,0.14013671875,0.08614750454823177,0.009882828
17\BI-35.wav,BI,0.20378363,0.09666165,0.068951994,0.3179745,0.33822343,-115.17887,-4.4297748,-21.465303,1.8572353,-36.017754,-9.947363,-24.000477,15.993559,-16.20514,15.270154,-13.236927,14.772207,-18.445005,3.4369445,19.479793729655864,2.782068113113049,0.3238184,134.26723862356016,1.1328621,259.8869892372793,0.5766335,0.0014634877,0.14892578125,0.07339951675385237,0.0079811
17\BI-36.wav,BI,-0.3130789,0.11455402,0.30244634,0.3779856,0.09866968,-86.18705,21.560926,-28.704819,-16.230385,-60.361652,-16.576778,-33.32477,18.884047,-13.966097,13.682298,-17.589153,9.835926,-21.941092,23.286644,24.69092667018175,2.433529283151087,0.13217969,125.07177205524502,3.5763555,209.12262874818407,0.44535813,0.0016387621,0.1337890625,0.6564195066069564,0.019717636
17\BI-37.wav,BI,0.09634064,0.056588158,-0.015649132,0.22582671,0.18812865,-112.12215,7.9678698,-21.578114,12.784656,-35.49178,-2.9146013,-30.165972,13.908016,-22.623152,12.8731365,-20.99083,8.888294,-20.650492,23.95102,20.870509209694266,1.0284739633033946,0.37386212,135.98359879283458,0.80227816,248.96561269158474,0.62762874,0.0017818296,0.2265625,0.0826512910425663,0.008422326
17\BI-38.wav,BI,-0.0800122,-0.017106026,-0.067429826,0.19469291,0.103024885,-101.15291,9.210871,-13.305197,8.480659,-30.659187,-2.9695325,-20.61516,6.2887106,-25.624973,1.9961826,-14.03152,7.1038833,-13.626747,11.260413,18.01771268463684,9.767518277335151,0.39870927,138.30767443394575,0.7235794,241.61354046604322,0.6699989,0.0060251304,0.18212890625,0.09239427062372367,0.008525139
17\BI-39.wav,BI,0.2245393,0.27045077,0.10943919,0.17682344,0.020165436,-55.00564,-11.037062,-26.018139,-1.5537695,-16.384537,5.1645823,-8.329275,-2.7904236,-12.504648,15.868303,-16.216301,6.116599,-9.639414,0.0,14.679322257181395,0.0,0.46548733,128.59030246049997,0.7230229,266.7777098608708,0.5693479,0.0,0.11474609375,0.16785375541076064,0.011590494
17\BI-4.wav,BI,0.1297826,-0.01830853,-0.038956877,0.15354104,0.076738894,-58.02424,-6.7885237,-8.4535055,7.1854415,-21.654285,0.57870245,-6.9582357,9.414967,-10.975803,9.021281,-16.14682,3.515035,-10.388854,11.462382,13.847567858256616,0.7347817515790722,0.4804064,138.7649396320846,0.7120187,262.8703829457173,0.5794878,0.0034326976,0.2041015625,0.15683139270792404,0.012262995
17\BI-40.wav,BI,-0.005217895,0.06490246,-0.069265336,0.25345597,0.13138452,-87.754395,6.788208,-21.701176,12.44031,-31.395065,4.2430115,-24.652931,4.3670225,-15.373124,19.383682,-14.148497,15.290903,-8.875439,15.486598,19.76677650221927,1.5652479384282012,0.35602647,134.4182233042152,2.3856351,247.58046892881282,0.6117856,0.0012602146,0.2353515625,0.11502885492518544,0.010560592
17\BI-41.wav,BI,-0.0016683303,0.026854195,-0.0029177235,0.214724,0.18236351,-102.89804,5.56319,-22.816898,2.1987615,-36.513016,-9.310274,-29.299692,4.4299655,-28.409136,9.982061,-17.928432,12.813788,-16.234322,9.176612,19.45971528162323,3.6044643178738824,0.3628438,135.42520168149824,0.81576455,244.51417134870067,0.5950337,0.002152466,0.224609375,0.07830679230391979,0.008970457
17\BI-42.wav,BI,0.17140675,0.0038347319,0.16075617,0.23563264,0.19978005,-131.51903,-7.703015,-22.853836,-9.841607,-38.584652,-8.790589,-32.571278,5.395966,-25.157425,10.94037,-19.11944,14.1433,-20.210152,38.874485,20.4668830870958,2.978089164506048,0.32260188,137.2289050251841,0.8846436,261.0421024508915,0.42342725,0.0012915693,0.3224283854166667,0.07588201109319925,0.008200306
17\BI-43.wav,BI,-0.22263904,-0.13564685,0.0756292,0.29094833,0.08942291,-82.684944,16.820213,-6.6612835,2.5085287,-39.1634,-11.393583,-28.790154,9.164281,-22.148876,7.1469507,-15.973364,9.348316,-15.78898,36.480453,19.918997372024965,1.9724487594602629,0.2803445,140.03290057234585,2.2086978,224.0419202789488,0.484701,0.003913997,0.18115234375,0.2050020112656057,0.013154742
17\BI-44.wav,BI,-0.12588255,-0.056537885,0.080319166,0.27993906,0.18420738,-122.99603,12.139797,-18.753212,-4.92801,-43.30347,-14.111339,-29.376797,4.07961,-21.281065,8.684678,-14.7941065,16.01965,-14.452233,35.185684,20.93390942402996,13.8025723885418,0.2702846,135.6714590061578,2.2525764,228.7295321339085,0.6325447,0.0054164603,0.18310546875,0.1003666608594358,0.008976908
17\BI-45.wav,BI,-0.28196305,0.109513775,-0.10917743,0.63859946,-0.015393479,-70.57734,23.70847,-16.856339,5.16626,-55.77452,-4.01902,-24.109385,-1.2178576,-5.1886244,15.688293,-21.215721,8.0351715,-19.638374,13.697984,18.847092155538828,1.6989186300867558,0.25736743,130.65152120976893,2.2274566,220.73391718357436,0.53132564,0.0066481684,0.14453125,0.19185990343491235,0.015388905
17\BI-46.wav,BI,0.26870155,0.081452794,0.010707356,0.21507359,0.19130263,-69.17197,-7.2305117,-17.048273,11.164233,-30.030815,2.5370412,-16.64161,14.324373,-19.444588,15.4179535,-14.74345,10.912867,-13.802386,6.5612264,18.617224683459835,1.367483136192063,0.38978797,135.63677198367566,0.89156306,270.2610622302356,0.59472007,0.0016608931,0.18408203125,0.14881210618962845,0.01174827
